Account Name,Serial Number,Node Serial Number,Cluster Name,Cluster UUID,Account Executive,Account Executive Email,Asset Model,Asset Age,Model Family,Asset Status,Node Count (Operational),Node Count (Assets),AOS Version,Node License Mode,Hypervisor Type,Hypervisor Version,Install Location,Ship Date,Last Pulse Date,SSD Capacity (In TiB),SSD Capacity (In TB),HDD Capacity (In TiB),HDD Capacity (In TB),CPU Core Count,Contract Coverage,Contract Status,Contract Start Date,Contract End Date,Break Fix Contact Phone,Break Fix Contact Email,Asset EOL,Asset EOM,Order Type,Region,Sub Region,Incumbent Reseller,Incumbent Distributor,Cluster Tag,Sales Order,Asset Tag (Internal),Install Country,Install Zip,Install Base Address,Prior Contract End Date
"WhiteCap Resources",17FM6G460108,"-","WC-WEYNTNX01",00055fc8-1df2-ef0f-2a66-ac1f6b1caee4,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1365S-G5,7,"NX-1000","Shipped",-,3,"6.5.3.7",NX,"AHV","Nutanix 20220304.423","Weyburn",2017-12-01,2024-03-05 00:00,2.62 TiB,2.88 TB,52.78 TiB,48 TB,36,"Production: 24x7 service; NBD parts",EXPIRED,2017-12-01,2023-10-31,"+1 4038172197","ryan.kuffler@wcap.ca",Oct 2023,Apr 2022,"Revenue","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-036409","-","CANADA (CA)","-","F79R+PCQ, Weyburn, Saskatchewan, CANADA (CA)","-"
"WhiteCap Resources",24SW000338660,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-062283","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-01-05"
"WhiteCap Resources",24SW000338661,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-062283","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-01-05"
"WhiteCap Resources",24SW000338662,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-062283","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-01-05"
"WhiteCap Resources",24SW000338663,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-03-18,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-05,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-062283","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338664,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-062283","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-01-05"
"WhiteCap Resources",24SW000338665,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-062283","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-01-05"
"WhiteCap Resources",24SW000338666,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-062283","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-01-05"
"WhiteCap Resources",24SW000338667,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-062283","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-01-05"
"WhiteCap Resources",24SW000338668,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-062283","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-01-05"
"WhiteCap Resources",24SW000338669,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-062283","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-01-05"
"WhiteCap Resources",24SW000338670,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-03-14,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-100956","-","CANADA (CA)","T2C 4M4","7007 54 ST SE, Calgary, Alberta, CANADA (CA), T2C 4M4","2025-03-14"
"WhiteCap Resources",24SW000338671,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-071464","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","2025-01-05"
"WhiteCap Resources",24SW000338672,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-071464","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","2025-01-05"
"WhiteCap Resources",24SW000338673,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-071464","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","2025-01-05"
"WhiteCap Resources",24SW000338674,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-03-18,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-05,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-071464","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338675,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-03-18,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-05,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-071464","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338676,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-03-18,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-05,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-071464","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338677,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-03-18,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-05,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-071464","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338678,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-01-05,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-071464","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","2025-01-05"
"WhiteCap Resources",24SW000338679,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-01-06,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-097353","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","2025-01-06"
"WhiteCap Resources",24SW000338680,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-01-06,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-097353","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","2025-01-06"
"WhiteCap Resources",24SW000338681,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-01-06,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-097353","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","2025-01-06"
"WhiteCap Resources",24SW000338682,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-03-18,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-06,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-097355","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338683,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-03-18,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-06,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-097355","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338684,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-03-18,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-06,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-097355","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338685,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2024-03-18,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-06,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-097355","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338686,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-02,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-130400","-","CANADA (CA)","T2C 3C2","7007 - 54 ST SE 
UNIT 204, BUILDING D, Calgary, AB, CANADA (CA), T2C 3C2","2025-04-02"
"WhiteCap Resources",24SW000338687,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-02,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-130400","-","CANADA (CA)","T2C 3C2","7007 - 54 ST SE 
UNIT 204, BUILDING D, Calgary, AB, CANADA (CA), T2C 3C2","2025-04-02"
"WhiteCap Resources",24SW000338688,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-02-06,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-150385","-","CANADA (CA)","T2C 3C2","Unit 204, Building D - 7007 - 54 ST SE, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000338689,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-08-02,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137063","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-08-02"
"WhiteCap Resources",24SW000338690,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-08-02,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137063","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-08-02"
"WhiteCap Resources",24SW000338691,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-08-04,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137495","-","CANADA (CA)","T2C 3C2","Unit 204, Building D - 7007 - 54 ST SE, Calgary, Alberta, CANADA (CA), T2C 3C2","2025-08-04"
"WhiteCap Resources",24SW000338692,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-08-08,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137998","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-08-08"
"WhiteCap Resources",24SW000338693,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-08-08,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137998","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-08-08"
"WhiteCap Resources",24SW000338694,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-08-08,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137998","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-08-08"
"WhiteCap Resources",24SW000338695,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-12-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137249","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338696,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-12-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137249","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338697,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-12-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137249","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
