Node UUID,Node Serial Number,Node Model,Node License Mode,Install Location,Cluster Name,Contract Status,Account Name,Account Executive,Account Executive Email,Incumbent Reseller,Incumbent Distributor,Cluster UUID,Block Serial Number,Node Vendor,Model Family,Model Group,BIOS Vendor,BIOS Version,BIOS Revision,BIOS ROM Size (in MiB),BMC Manufacturer,BMC Version,Storage Controller Manufacturer,Storage Controller Part Number,Storage Controller Version,Satadom Device Model,Satadom Version,NIC Manufacturer,NIC Version,NIC Firmware Version,NIC Location,Drive Configuration,SSD Part No,SSD Version,HDD Part No,HDD Version,NVME Part No,NVME Version,M.2 SSD Part No,M.2 SSD Version,M.2 HDD Part No,M.2 HDD Version,CPU Cores,Enabled Core Count,CPU Sockets,CPU Core Count Per Socket,CPU Version,Processor Family,CPU Max Speed,CPU Speed,GPU Vendor,GPU Sub-Vendor,GPU Device,GPU Sub Device,GPU Class,GPU Revision,GPU Slot,No. of GPUs,Total Memory Capacity,Quantity Of Memory Sticks Per Node,Memory Capacity Per Node (in GiB),Used Memory Capacity (in GiB),Available Memory Capacity,Total Storage Capacity,Used Storage Capacity,Available Storage Capacity,Total SSD Capacity,Used SSD Capacity,Available SSD Capacity,Total HDD Capacity,Used HDD Capacity,Available HDD Capacity,No. of SSDs,No. of HDDs,No. of NVMes,No. of M.2 SSDs,No. of M.2 HDDs,VM Count,Hypervisor Type,Hypervisor Version,LCM Version,Install Country,Install Zip,Last Pulse Date,Contract Coverage,Contract Start Date,Prior Contract End Date,Contract End Date,Primary Contact,CVM vCPU,CVM Memory,CVM Uptime,Customer Experience Manager (CXM),Theater,Region,Sub Region
c70788b6-8a3c-4bee-af5c-32f955a3f612,"WM251S000127",NX-1175S-G9,NX-SWO,"Calgary","WC-CGY-NXD",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005e704-225b-e742-16fd-3ceceffe1ca0,"25SG5T080122","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW30.101",5.32,31.25,"SuperMicro","1.01.05","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x8000172d, 1.3429.0, 26.39.3004 (MT_0000000575)","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","SAMSUNG MZQL23T8HCLS-00A07","GDC5A02Q","-","-","-","-","16","16","1","16","INTEL(R) XEON(R) GOLD 6526Y","Not Found",4200,"2800","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",502.90,"8","62.86",476.35,26.55,13.87,6.87,7.01,No data received in last 24 hours,6.19,-,-,0,-,-,-,"4",-,-,20,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C 3C2",2025-10-22,"Production: 24x7 service; NBD parts",2025-02-28,"-",2026-11-27,"awolde@wcap.ca",12,48.00 GiB,89 days and 03:33:11,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
cba765e6-9941-4776-910a-2d540d76943f,"J105G356",ThinkAgile HX665 V3 CN,Not Found,"-","WC-CGY-NXE",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",00061755-a6a5-3a82-390b-043201f0fd0a,"J105G356","Lenovo","HX Genoa",Unknown,"Lenovo","KAE112O-2.11",2.11,31.25,"Lenovo","2.12","-","-","-","Not Found","-","Broadcom Inc. and subsidiaries(14e4)","1.10.2-218.0.67.0","225.0.151.0/pkg 225.1.103.0","eth0
eth1","All NVMe","-","-","-","-","INTEL SSDPF2KX076T1O","9CV10420","-","-","-","-","64","64","2","32","AMD EPYC 9374F 32-Core Processor","Genoa",4300,"3850","ASPEED Technology, Inc.","ASPEED Technology, Inc.","ASPEED Graphics Family","Subsystem device 2000","Display controller:VGA compatible controller:VGA controller","82","0000:65:00.0","1",1511.02,"24","62.96",1073.49,437.53,94.05,26.15,67.90,No data received in last 24 hours,23.93,-,-,0,-,-,-,"13",-,-,54,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,64.00 GiB,206 days and 17:01:03,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
d20edeb0-d186-4a6a-a0a1-8afc9012e201,"WM247S002139",NX-1175S-G9,NX-SWO,"Weyburn","WC-WEY-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005c575-5610-8b63-6cd3-3cecef5abbeb,"24SH5T320510","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW20.004",5.32,31.25,"SuperMicro","1.00.10","Intel Corporation, Broadcom / LSI",", SAS3816(A0)",", 25.00.00.01","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.19.9, 1.13.7","0x8000172d, 1.3429.0, 4.20 0x800177b4 1.3346.0","eth0
eth1
eth2
eth3","HDD + NVMe","-","-","HGST HUS728T8TALE6L4","V8GNW9U0","SAMSUNG MZQL23T8HCLS-00A07","GDC5A02Q","-","-","-","-","12","12","1","12","Intel(R) Xeon(R) Silver 4410Y","Sapphire Rapids",4200,"2000","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",376.67,"6","62.78",191.56,185.11,21.91,5.07,16.84,No data received in last 24 hours,4.15,-,14.55,0.46,15.17,-,2,"2",-,-,15,"AHV","20230302","3.2.1.71663","CANADA (CA)","S4H 3N7",2025-10-22,"Production: 24x7 service; NBD parts",2024-09-03,"-",2027-09-02,"awolde@wcap.ca",12,28.00 GiB,27 days and 03:40:08,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
db08e43f-0859-4c89-b31b-bb25ed2e8af9,"WM251S000235",NX-1175S-G9,NX-SWO,"Calgary","WC-GLP-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00063373-2db4-cb89-6a84-7cc255eaac5e,"25SG5T050033","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW30.101",5.32,31.25,"SuperMicro","1.01.5","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x8000172d, 1.3429.0, 26.39.3004 (MT_0000000575)","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","KIOXIA KCD8XRUG3T84","0105","-","-","-","-","8","8","1","8","INTEL(R) XEON(R) SILVER 4509Y","Not Found",4200,"2600","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",125.01,"4","31.25",70.42,54.59,6.57,0.05,6.52,No data received in last 24 hours,0.05,-,-,0,-,-,-,"2",-,-,2,"AHV","20230302","-","CANADA (CA)","T2P1G1",2025-10-22,"Production: 24x7 service; NBD parts",2025-02-04,"-",2028-02-03,"awolde@wcap.ca",8,32.00 GiB,63 days and 13:44:00,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
dce501a7-7502-4e0a-b019-6296ca642d8b,"OM225S042657",NX-1175S-G8,NX-SWO,"Kaybob","WC-KBP-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005e712-d27c-1010-206a-3ceceffd92e0,"22SG5N300039","Nutanix","NX G8",NX-1175S-G8,"American Megatrends International, LLC.","WW20.005",5.22,31.25,"SuperMicro","8.01.07","Broadcom / LSI","SAS3816(A0)","25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 5.19.9","218.0.226.0/pkg 218.0.300.0, 0x80001373, 1.2829.0","eth0
eth1
eth2
eth3","All SSD","SAMSUNG MZ7LH1T9HMLT-00005","HXT7B04Q","-","-","-","-","-","-","-","-","12","12","1","12","Intel(R) Xeon(R) Gold 5317 CPU @ 3.00GHz","Ice Lake",4500,"3000","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b62","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",124.92,"2","62.46",60.45,64.48,3.04,0.33,2.71,3.49,0.30,3.45,-,0,-,2,-,"0",-,-,4,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2022-08-03,"2025-08-01",2026-08-01,"ryan.kuffler@wcap.ca",12,32.00 GiB,206 days and 02:57:09,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
e3564935-76b5-487b-bdfc-2c07ae4e4a37,"MXQ1031914",HPE DX360-4 G10,Not Found,"-","WC-CGY-NXC",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",0005bfe0-8958-715b-6f9b-d4f5ef1b0ce0,"MXQ1031914","HPE","DX Gen10",Unknown,"HPE","U32",2.62,62.50,"HPE","2.71.00","Adaptec",", 836259-001","5.00","Not Found","-","Intel Corporation(8086)","2.24.6","10.57.2","eth0
eth1","All SSD","VO007680JWZJL","HPD4","-","-","-","-","MR000480GXBGH","HPG1","-","-","10","10","1","10","Intel(R) Xeon(R) Gold 5215 CPU @ 2.50GHz, Not Specified","Cascade Lake
Unknown",4000,"2500","Matrox Electronics Systems Ltd.","Hewlett Packard Enterprise","MGA G200eH3","iLO5 VGA","Display controller:VGA compatible controller:VGA controller","2","0000:01:00.1","1",754.71,"12","62.89",434.81,319.89,28.78,16.46,12.32,27.94,13.63,16.37,-,0,-,4,-,"0",1,-,14,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",10,64.00 GiB,187 days and 23:04:12,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
e810a878-4c0a-4153-a0ef-1ca14cdaf43e,"OM19BS009004",NX-1175S-G6,NX-SWO,"Cynthia","WC-CYNNTNX01",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",00059f6d-e733-a513-0000-00000002b8cd,"19SM59520518","Nutanix","NX G6",NX-1175S-G6,"American Megatrends Inc.","PW70.002",5.14,31.25,"SuperMicro","7.13.01","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086)","5.16.3","1.63, 0x800009fb, 1.1747.0","eth0
eth1","HDD + SSD","INTEL SSDSC2KG960G8","XCV10135","HGST HUS728T8TALE6L4","V8GNW9G0","-","-","INTEL SSDSCKKB240G8","XC311135","-","-","8","8","1","8","Intel(R) Xeon(R) Silver 4108 CPU @ 1.80GHz","Sky Lake",4500,"1800","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",250.87,"4","62.72",39.00,211.87,15.89,0.34,15.55,1.75,0.30,1.58,14.55,0.01,15.61,2,2,"0",1,-,3,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2020-01-29,"2025-01-05",2025-12-31,"ryan.kuffler@wcap.ca",8,20.00 GiB,5 days and 03:18:10,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
ecb76f5d-abc8-47dd-843f-543becef3f6f,"WM22BS018931",NX-1120S-G7,NX-SWO,"Sturgeon Lake","WC-STR-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",00061057-fe1d-855f-4235-3cecefdb38a6,"23SH5G300474","Nutanix","NX G7",NX-1120S-G7,"American Megatrends Inc.","PV50.001",5.14,31.25,"SuperMicro","7.11.00","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.16.3, 2.24.6","1.63, 0x800009fa, 5.50 0x80003351 1.3082.0","eth0
eth1
eth2
eth3
eth4
eth5
eth6
eth7","All SSD","SAMSUNG MZ7L31T9HBLT-00A07","JXTC304Q","-","-","-","-","INTEL SSDSCKKB240GZ","7CV10111","-","-","8","8","1","8","Intel(R) Xeon(R) D-2146NT CPU @ 2.30GHz","Sky Lake D",4000,"2300","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0986","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",250.88,"4","62.72",87.44,163.44,3.04,0.56,2.48,3.49,0.51,3.24,-,0,-,2,-,"0",1,-,5,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2023-08-09,"-",2026-08-08,"ryan.kuffler@wcap.ca",8,32.00 GiB,Not Found,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
ef6f8bca-859e-49b0-bb31-b3b65cb1b2a4,"OM212S028857",NX-1175S-G7,NX-SWO,"Weyburn","WC-WEY-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005c575-5610-8b63-6cd3-3cecef5abbeb,"21FM5E140099","Nutanix","NX G7",NX-1175S-G7,"American Megatrends Inc.","PW60.001",5.14,31.25,"SuperMicro","7.11.00","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.19.9, 2.24.6","0x800006d1, 255.65535.255, 5.15 0x800027e2 1.2829.0","eth0
eth1
eth2
eth3","HDD + SSD","INTEL SSDSC2KB038T8","XCV10135","ST8000NM000A-2KE101","SN03","-","-","Micron_5300_MTFDDAV240TDS","D3MU001","-","-","12","12","1","12","Intel(R) Xeon(R) Silver 4214R CPU @ 2.40GHz","Cascade Lake",4500,"2400","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",375.89,"6","62.65",221.56,154.32,21.51,8.83,12.68,6.98,4.43,3.07,14.55,3.55,12.07,2,2,"0",1,-,14,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2021-04-09,"2025-04-08",2026-04-07,"ryan.kuffler@wcap.ca",12,28.00 GiB,88 days and 03:42:44,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
f272ada0-ff2d-4e2b-bf9c-492391e4c949,"OM212S028838",NX-1175S-G7,NX-SWO,"Weyburn","WC-WEY-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005c575-5610-8b63-6cd3-3cecef5abbeb,"21FM5E140102","Nutanix","NX G7",NX-1175S-G7,"American Megatrends Inc.","PW60.001",5.14,31.25,"SuperMicro","7.11.00","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.19.9, 2.24.6","0x800006d1, 255.65535.255, 5.15 0x800027e2 1.2829.0","eth0
eth1
eth2
eth3","HDD + SSD","INTEL SSDSC2KB038T8","XCV10135","ST8000NM000A-2KE101","SN03","-","-","Micron_5300_MTFDDAV240TDS","D3MU001","-","-","12","12","1","12","Intel(R) Xeon(R) Silver 4214R CPU @ 2.40GHz","Cascade Lake",4500,"2400","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",375.89,"6","62.65",253.88,122.00,21.51,9.06,12.45,6.98,4.88,2.62,14.55,3.36,12.26,2,2,"0",1,-,16,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2021-04-09,"2025-04-08",2026-04-07,"ryan.kuffler@wcap.ca",12,28.00 GiB,88 days and 03:42:20,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
fa6586f3-e275-4488-9e6b-666e46c00946,"OM21BS052138",NX-1175S-G7,NX-SWO,"Valhalla","WC-VAL-NXA",EXPIRED,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005d9f3-3eae-2c27-0c08-3cecefeec058,"22SG5E030147","Nutanix","NX G7",NX-1175S-G7,"American Megatrends Inc.","PW80.001",5.14,31.25,"SuperMicro","7.15.00","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.19.9, 2.24.6","0x800006d1, 255.65535.255, 6.20 0x800041f9 1.3534.0","eth0
eth1
eth2
eth3","All SSD","SAMSUNG MZ7LH1T9HMLT-00005","HXT7B04Q","-","-","-","-","Micron_5300_MTFDDAV240TDS","D3MU001","-","-","8","8","1","8","Intel(R) Xeon(R) Silver 4208 CPU @ 2.10GHz","Cascade Lake",4500,"2100","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",124.97,"4","31.24",102.64,22.33,3.04,0.35,2.69,3.49,0.32,3.43,-,0,-,2,-,"0",1,-,2,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2022-01-28,"-",2025-01-27,"ryan.kuffler@wcap.ca",8,32.00 GiB,82 days and 05:56:49,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
fb51bad5-f5a2-470b-924c-766e6b5f7a86,"JZ00L80N",ThinkAgile HX665 V3 CN,Not Found,"-","WC-CGY-NXE",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",00061755-a6a5-3a82-390b-043201f0fd0a,"JZ00L80N","Lenovo","HX Genoa",Unknown,"Lenovo","KAE112O-2.11",2.11,31.25,"Lenovo","3.20","-","-","-","Not Found","-","Broadcom Inc. and subsidiaries(14e4)","1.10.2-218.0.67.0","225.0.151.0/pkg 225.1.103.0","eth0
eth1","All NVMe","-","-","-","-","Micron_7450_MTFDKCC7T6TFR","E2MU200","-","-","-","-","64","64","2","32","AMD EPYC 9374F 32-Core Processor","Genoa",4300,"3850","ASPEED Technology, Inc.","ASPEED Technology, Inc.","ASPEED Graphics Family","Subsystem device 2000","Display controller:VGA compatible controller:VGA controller","82","0000:65:00.0","1",1511.02,"24","62.96",1107.74,403.28,88.09,16.25,71.84,No data received in last 24 hours,13.88,-,-,0,-,-,-,"12",-,-,39,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,63.00 GiB,128 days and 17:03:03,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
fe1cf0bb-6f1f-42d3-836c-13ac55a071ef,"NM191S027231",NX-1175S-G6,NX-SWO,"Kakwa","WC-KWA-NXA",EXPIRED,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",000581e3-76ec-96d8-0000-000000027cc9,"19SM59050144","Nutanix","NX G6",NX-1175S-G6,"American Megatrends Inc.","PW70.002",5.14,31.25,"SuperMicro","7.13.01","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086)","5.16.3","1.63, 0x800009fb, 1.1747.0","eth0
eth1","HDD + SSD","SAMSUNG MZ7KM960HMJP-00005","GXM5304Q","ST8000NM0055-1RM112","SN05","-","-","INTEL SSDSCKJB240G7","N2010121","-","-","8","8","1","8","Intel(R) Xeon(R) Silver 4108 CPU @ 1.80GHz","Sky Lake",4500,"1800","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",124.97,"4","31.24",58.33,66.63,15.77,0.20,15.57,1.75,0.18,1.70,14.55,0.01,15.62,2,2,"0",1,-,2,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2019-02-12,"-",2025-01-05,"ryan.kuffler@wcap.ca",6,20.00 GiB,106 days and 16:12:52,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
